Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Market,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
AMZ-2021-04513,2021-05-14,2021-05-21,First Class,CUST-95945,Susan Williams,Consumer,Netherlands,Netherlands City,Netherlands Region,37413,EU,EU,PROD-MAC-9788,Technology,Machines,HP LaserJet Printer,296.58,2,0.2,27.52
AMZ-2020-04514,2020-12-21,2020-12-22,Second Class,CUST-29173,Suresh Sharma,Consumer,Malaysia,Malaysia City,Malaysia Region,97280,APAC,APAC,PROD-CHA-4171,Furniture,Chairs,HON Ignition Chair,2376.62,7,0.05,811.84
AMZ-2022-04515,2022-01-31,2022-02-04,Standard Class,CUST-91498,Joseph Kumar,Corporate,South Africa,South Africa City,South Africa Region,30633,Africa,Africa,PROD-STO-2503,Office Supplies,Storage,AmazonBasics Storage,93.0,2,0,8.28
AMZ-2023-04516,2023-01-20,2023-01-24,First Class,CUST-64999,David Sharma,Home Office,Qatar,Qatar City,Qatar Region,14265,EMEA,EMEA,PROD-LAP-4808,Technology,Laptops,Asus ZenBook,296.53,4,0,69.12
AMZ-2022-04517,2022-07-24,2022-07-29,Same Day,CUST-34148,James Thompson,Home Office,Newfoundland,Newfoundland City,Newfoundland Region,30858,Canada,Canada,PROD-FUR-3306,Furniture,Furnishings,Desk Lamp LED,623.1,8,0.1,187.3
AMZ-2020-04518,2020-04-08,2020-04-10,First Class,CUST-96631,Rahul Jackson,Home Office,Malaysia,Malaysia City,Malaysia Region,40445,APAC,APAC,PROD-FUR-2471,Furniture,Furnishings,Artistic Wire Organizer,2199.39,8,0.05,223.44
AMZ-2022-04519,2022-02-02,2022-02-09,Second Class,CUST-10092,Thomas Thomas,Consumer,New Brunswick,New Brunswick City,New Brunswick Region,70514,Canada,Canada,PROD-STO-5168,Office Supplies,Storage,Rubbermaid Tote,310.49,10,0.4,27.2
AMZ-2022-04520,2022-04-16,2022-04-23,First Class,CUST-30867,Vikas Kumar,Home Office,Ontario,Ontario City,Ontario Region,59470,Canada,Canada,PROD-STO-9343,Furniture,Storage,AmazonBasics Storage,3127.31,9,0,925.14
AMZ-2020-04521,2020-08-02,2020-08-09,Same Day,CUST-44492,Jennifer Thompson,Home Office,Oman,Oman City,Oman Region,70426,EMEA,EMEA,PROD-SUP-1708,Office Supplies,Supplies,BIC Pens Pack,135.0,10,0.4,22.76
AMZ-2023-04522,2023-11-16,2023-11-18,Second Class,CUST-91926,Susan Martin,Consumer,Qatar,Qatar City,Qatar Region,25959,EMEA,EMEA,PROD-ENV-3026,Office Supplies,Envelopes,Staples Envelopes,415.38,8,0,121.29
AMZ-2022-04523,2022-01-06,2022-01-10,Second Class,CUST-57313,Lisa Robinson,Home Office,Peru,Peru City,Peru Region,53551,LATAM,LATAM,PROD-CHA-8059,Furniture,Chairs,HON Ignition Chair,1058.39,10,0.5,360.14
AMZ-2020-04524,2020-11-20,2020-11-21,Second Class,CUST-16124,David Patel,Home Office,Morocco,Morocco City,Morocco Region,41066,Africa,Africa,PROD-TAB-5073,Technology,Tablets,Microsoft Surface Pro,2633.27,5,0.4,296.55
AMZ-2023-04525,2023-10-01,2023-10-06,Same Day,CUST-74599,Barbara Garcia,Corporate,South Africa,South Africa City,South Africa Region,65735,Africa,Africa,PROD-CHA-2699,Furniture,Chairs,OFM Essentials Chair,2062.97,10,0.3,564.42
AMZ-2022-04526,2022-02-13,2022-02-19,Same Day,CUST-98216,Mary Lewis,Corporate,Mexico,Mexico City,Mexico Region,69255,LATAM,LATAM,PROD-ENV-5918,Office Supplies,Envelopes,Quality Park,36.76,4,0.5,4.38
AMZ-2021-04527,2021-06-16,2021-06-22,Same Day,CUST-18404,Karen Shah,Corporate,Oman,Oman City,Oman Region,57714,EMEA,EMEA,PROD-PHO-6010,Technology,Phones,Google Pixel 7,569.49,1,0.05,29.82
AMZ-2024-04528,2024-05-14,2024-05-20,Second Class,CUST-46244,Thomas Jackson,Consumer,Oman,Oman City,Oman Region,78069,EMEA,EMEA,PROD-TAB-4810,Furniture,Tables,Realspace Magellan,1244.67,8,0.5,430.64
AMZ-2021-04529,2021-08-21,2021-08-28,Standard Class,CUST-72226,James Harris,Home Office,United States,Macon,Georgia,61582,West,US,PROD-FAS-4273,Office Supplies,Fasteners,Staples Stapler,59.58,1,0,7.98
AMZ-2022-04530,2022-11-03,2022-11-05,First Class,CUST-31907,Meena Kumar,Home Office,Brazil,Brazil City,Brazil Region,66548,LATAM,LATAM,PROD-PAP-9640,Office Supplies,Paper,Boise Cascade,360.64,5,0.2,72.11
AMZ-2024-04531,2024-12-03,2024-12-07,Second Class,CUST-79870,Mary Joshi,Consumer,Manitoba,Manitoba City,Manitoba Region,32133,Canada,Canada,PROD-MAC-2002,Technology,Machines,HP LaserJet Printer,5976.19,7,0,1534.19
AMZ-2020-04532,2020-05-07,2020-05-08,First Class,CUST-89507,Mary Robinson,Consumer,United States,Racine,Wisconsin,11027,South,US,PROD-APP-1076,Office Supplies,Appliances,Black+Decker Iron,99.73,7,0.2,11.67
AMZ-2021-04533,2021-12-16,2021-12-20,Second Class,CUST-87574,Priya Anderson,Consumer,Singapore,Singapore City,Singapore Region,14685,APAC,APAC,PROD-FAS-8843,Office Supplies,Fasteners,Staples Stapler,15.12,1,0,1.04
AMZ-2023-04534,2023-07-03,2023-07-09,Second Class,CUST-99246,Divya Davis,Corporate,Saskatchewan,Saskatchewan City,Saskatchewan Region,27069,Canada,Canada,PROD-COP-5292,Technology,Copiers,Sharp MX-3071,848.99,2,0.4,241.46
AMZ-2023-04535,2023-11-11,2023-11-18,First Class,CUST-50746,John Sharma,Corporate,Brazil,Brazil City,Brazil Region,26293,LATAM,LATAM,PROD-STO-6014,Furniture,Storage,AmazonBasics Storage,924.69,6,0.5,188.98
AMZ-2022-04536,2022-09-09,2022-09-15,First Class,CUST-59228,Karen Garcia,Home Office,United States,Scottsdale,Arizona,39284,South,US,PROD-BIN-6275,Office Supplies,Binders,Wilson Jones,143.86,2,0.1,36.06
AMZ-2021-04537,2021-11-03,2021-11-09,Same Day,CUST-22307,Sarah Miller,Home Office,United States,Austin,Texas,53948,South,US,PROD-PHO-1267,Technology,Phones,Google Pixel 7,495.85,2,0,103.22
AMZ-2023-04538,2023-12-03,2023-12-04,First Class,CUST-53167,Joseph Johnson,Consumer,France,France City,France Region,78369,EU,EU,PROD-LAB-6556,Office Supplies,Labels,OnlineLabels,77.92,10,0.5,21.31
AMZ-2024-04539,2024-08-11,2024-08-16,First Class,CUST-57337,Linda Harris,Consumer,India,India City,India Region,55548,APAC,APAC,PROD-LAB-3248,Office Supplies,Labels,ULINE Labels,482.52,7,0.15,114.4
AMZ-2023-04540,2023-08-27,2023-09-02,Same Day,CUST-83375,Lisa Jones,Home Office,South Korea,South Korea City,South Korea Region,10477,APAC,APAC,PROD-PAP-6193,Office Supplies,Paper,Domtar Paper,73.4,6,0.1,22.55
AMZ-2021-04541,2021-01-22,2021-01-23,First Class,CUST-96131,Arjun Taylor,Consumer,Egypt,Egypt City,Egypt Region,89741,Africa,Africa,PROD-STO-3240,Office Supplies,Storage,AmazonBasics Storage,152.78,9,0.5,23.02
AMZ-2024-04542,2024-07-31,2024-08-05,First Class,CUST-87619,Linda Thomas,Corporate,United States,Buffalo,New York,60935,West,US,PROD-APP-5715,Office Supplies,Appliances,Black+Decker Iron,330.72,8,0.15,102.19
AMZ-2022-04543,2022-01-10,2022-01-12,Second Class,CUST-84100,Patricia Harris,Consumer,Senegal,Senegal City,Senegal Region,32323,Africa,Africa,PROD-ACC-1494,Technology,Accessories,Dell Monitor Stand,5338.02,8,0.1,1710.98
AMZ-2022-04544,2022-05-26,2022-05-30,Standard Class,CUST-69289,Richard Thompson,Consumer,Kenya,Kenya City,Kenya Region,83335,Africa,Africa,PROD-COP-9510,Technology,Copiers,Konica Minolta,2675.32,6,0,689.89
AMZ-2021-04545,2021-09-20,2021-09-24,Second Class,CUST-59378,Sneha Patel,Consumer,Kenya,Kenya City,Kenya Region,86178,Africa,Africa,PROD-LAB-9201,Office Supplies,Labels,Amazon Labels,119.84,7,0.05,29.5
AMZ-2022-04546,2022-12-11,2022-12-14,Standard Class,CUST-93853,William Mehta,Corporate,Bahrain,Bahrain City,Bahrain Region,47683,EMEA,EMEA,PROD-APP-2732,Office Supplies,Appliances,Keurig Coffee Maker,343.72,9,0.2,114.02
AMZ-2022-04547,2022-01-21,2022-01-22,Second Class,CUST-33332,Barbara Harris,Consumer,Lebanon,Lebanon City,Lebanon Region,49524,EMEA,EMEA,PROD-CHA-6461,Furniture,Chairs,Herman Miller Aeron,337.05,1,0,19.3
AMZ-2020-04548,2020-01-03,2020-01-04,Second Class,CUST-22840,Joseph Sharma,Consumer,Belgium,Belgium City,Belgium Region,96466,EU,EU,PROD-TAB-6317,Technology,Tablets,Lenovo Tab P12,1996.59,5,0.4,394.73
AMZ-2022-04549,2022-05-18,2022-05-25,Standard Class,CUST-34069,Pooja Thompson,Consumer,United States,Buffalo,New York,89650,Central,US,PROD-ENV-9918,Office Supplies,Envelopes,Staples Envelopes,29.61,3,0.3,1.76
AMZ-2021-04550,2021-03-05,2021-03-10,Same Day,CUST-42155,Richard Smith,Corporate,Uganda,Uganda City,Uganda Region,26405,Africa,Africa,PROD-COP-9869,Technology,Copiers,Ricoh MP3054,4814.83,9,0.1,1368.68
AMZ-2023-04551,2023-04-14,2023-04-17,First Class,CUST-27031,James White,Consumer,Egypt,Egypt City,Egypt Region,21404,Africa,Africa,PROD-TAB-3192,Furniture,Tables,Sauder L-Desk,824.22,3,0.3,111.51
AMZ-2024-04552,2024-09-10,2024-09-15,Standard Class,CUST-74122,Sneha Nair,Corporate,Kuwait,Kuwait City,Kuwait Region,60408,EMEA,EMEA,PROD-LAB-9235,Office Supplies,Labels,Amazon Labels,435.06,5,0,135.37
AMZ-2024-04553,2024-07-21,2024-07-24,Same Day,CUST-47374,Susan Johnson,Consumer,United States,Tacoma,Washington,17256,East,US,PROD-CHA-4453,Furniture,Chairs,OFM Essentials Chair,162.87,1,0.5,16.92
AMZ-2024-04554,2024-05-12,2024-05-17,Standard Class,CUST-58694,John Thomas,Corporate,Belgium,Belgium City,Belgium Region,94723,EU,EU,PROD-COP-8728,Technology,Copiers,Canon ImageRunner,315.33,3,0.4,58.48
AMZ-2020-04555,2020-10-19,2020-10-20,Second Class,CUST-37310,Robert Nair,Consumer,Alberta,Alberta City,Alberta Region,66266,Canada,Canada,PROD-BIN-3788,Office Supplies,Binders,Cardinal Premier,195.48,5,0.1,29.02
AMZ-2020-04556,2020-10-26,2020-10-30,Same Day,CUST-68591,Meena Kumar,Corporate,Brazil,Brazil City,Brazil Region,69084,LATAM,LATAM,PROD-SUP-1122,Office Supplies,Supplies,Elmer's Glue,11.8,1,0.3,0.72
AMZ-2020-04557,2020-07-29,2020-07-31,Second Class,CUST-21537,Jennifer Young,Home Office,Kuwait,Kuwait City,Kuwait Region,98441,EMEA,EMEA,PROD-ART-5043,Office Supplies,Art,Sharpie Set,74.12,7,0,11.42
AMZ-2021-04558,2021-02-12,2021-02-13,Standard Class,CUST-61827,Richard Kumar,Corporate,United States,Bellevue,Washington,28377,Central,US,PROD-BOO-5600,Furniture,Bookcases,Whalen Bookcase,1666.51,6,0.3,239.98
AMZ-2023-04559,2023-03-10,2023-03-13,First Class,CUST-93074,David Patel,Consumer,Netherlands,Netherlands City,Netherlands Region,26767,EU,EU,PROD-BOO-3307,Furniture,Bookcases,Whalen Bookcase,361.81,2,0,57.2
AMZ-2022-04560,2022-07-11,2022-07-17,Second Class,CUST-38255,William Mehta,Consumer,Saskatchewan,Saskatchewan City,Saskatchewan Region,11107,Canada,Canada,PROD-FAS-7077,Office Supplies,Fasteners,Stanley Bostitch,629.73,9,0.4,35.87
AMZ-2023-04561,2023-12-16,2023-12-18,Second Class,CUST-52294,Joseph Lewis,Corporate,Brazil,Brazil City,Brazil Region,32283,LATAM,LATAM,PROD-STO-1398,Office Supplies,Storage,Rubbermaid Tote,197.49,4,0.05,54.82
AMZ-2020-04562,2020-03-14,2020-03-15,Same Day,CUST-16790,Priya Joshi,Home Office,Senegal,Senegal City,Senegal Region,89347,Africa,Africa,PROD-STO-2394,Furniture,Storage,Sterilite Storage,209.3,1,0,62.16
AMZ-2022-04563,2022-05-19,2022-05-26,Second Class,CUST-70912,Lisa Joshi,Consumer,Kuwait,Kuwait City,Kuwait Region,41945,EMEA,EMEA,PROD-FUR-6803,Furniture,Furnishings,Artistic Wire Organizer,533.76,7,0.4,112.5
AMZ-2023-04564,2023-02-13,2023-02-19,Standard Class,CUST-13822,Vikas Patel,Home Office,Saskatchewan,Saskatchewan City,Saskatchewan Region,55201,Canada,Canada,PROD-TAB-2667,Technology,Tablets,Microsoft Surface Pro,1050.82,4,0,212.13
AMZ-2021-04565,2021-06-16,2021-06-21,Same Day,CUST-74578,Amit Wilson,Corporate,Saudi Arabia,Saudi Arabia City,Saudi Arabia Region,79301,EMEA,EMEA,PROD-ACC-3102,Technology,Accessories,USB Hub 7-Port,383.3,6,0.2,125.27
AMZ-2021-04566,2021-04-27,2021-05-03,Second Class,CUST-89612,Rahul Joshi,Consumer,United States,Houston,Texas,76807,Central,US,PROD-ENV-8476,Office Supplies,Envelopes,Staples Envelopes,250.99,4,0.4,20.18
AMZ-2021-04567,2021-05-27,2021-05-28,Standard Class,CUST-44646,Jessica Williams,Corporate,United States,Sterling Heights,Michigan,63200,South,US,PROD-SUP-9981,Office Supplies,Supplies,Duck Tape,64.62,3,0.5,21.25
AMZ-2022-04568,2022-07-22,2022-07-28,Standard Class,CUST-34891,Thomas Shah,Corporate,Germany,Germany City,Germany Region,45860,EU,EU,PROD-TAB-2143,Technology,Tablets,iPad Pro 12.9,1575.66,2,0,425.77
AMZ-2022-04569,2022-09-13,2022-09-15,First Class,CUST-72555,Joseph Garcia,Consumer,Singapore,Singapore City,Singapore Region,97115,APAC,APAC,PROD-STO-8837,Office Supplies,Storage,Sterilite Storage,14.48,2,0.2,4.94
AMZ-2023-04570,2023-02-28,2023-03-03,First Class,CUST-28248,Karen Joshi,Home Office,Netherlands,Netherlands City,Netherlands Region,57124,EU,EU,PROD-STO-8751,Furniture,Storage,Bankers Box,808.96,4,0.3,78.03
AMZ-2024-04571,2024-07-29,2024-08-02,Second Class,CUST-50090,Karen Nair,Consumer,United States,Newport News,Virginia,88431,West,US,PROD-BOO-2734,Furniture,Bookcases,IKEA Billy Bookcase,389.88,8,0,107.22
AMZ-2022-04572,2022-03-24,2022-03-31,Second Class,CUST-92497,Pooja Johnson,Corporate,Malaysia,Malaysia City,Malaysia Region,56197,APAC,APAC,PROD-STO-2107,Office Supplies,Storage,AmazonBasics Storage,132.05,8,0.15,18.9
AMZ-2021-04573,2021-10-26,2021-10-29,Second Class,CUST-32557,Jessica Mehta,Home Office,Ecuador,Ecuador City,Ecuador Region,82810,LATAM,LATAM,PROD-PAP-6229,Office Supplies,Paper,HP Printer Paper,351.5,10,0.05,53.1
AMZ-2023-04574,2023-03-14,2023-03-18,Standard Class,CUST-62388,David Robinson,Home Office,Bahrain,Bahrain City,Bahrain Region,44824,EMEA,EMEA,PROD-FUR-7613,Furniture,Furnishings,Artistic Wire Organizer,618.8,4,0,162.86
AMZ-2020-04575,2020-11-01,2020-11-04,First Class,CUST-74035,William Jones,Home Office,Bahrain,Bahrain City,Bahrain Region,94243,EMEA,EMEA,PROD-BIN-3607,Office Supplies,Binders,Staples Better Binder,305.11,10,0.2,44.58
AMZ-2024-04576,2024-12-29,2025-01-04,First Class,CUST-43833,Patricia White,Home Office,Kenya,Kenya City,Kenya Region,73226,Africa,Africa,PROD-COP-1383,Technology,Copiers,Ricoh MP3054,2075.39,3,0.1,177.95
AMZ-2020-04577,2020-02-06,2020-02-09,Second Class,CUST-74515,James Shah,Home Office,Morocco,Morocco City,Morocco Region,17725,Africa,Africa,PROD-COP-7464,Technology,Copiers,Canon ImageRunner,3232.14,5,0,654.49
AMZ-2023-04578,2023-02-19,2023-02-21,Second Class,CUST-71443,Michael Davis,Home Office,Alberta,Alberta City,Alberta Region,92929,Canada,Canada,PROD-PHO-3993,Technology,Phones,Motorola Edge,906.32,3,0.15,179.62
AMZ-2023-04579,2023-12-31,2024-01-04,Same Day,CUST-74156,Suresh Mehta,Consumer,Lebanon,Lebanon City,Lebanon Region,30686,EMEA,EMEA,PROD-LAP-6776,Technology,Laptops,MacBook Pro 14,1230.09,2,0.3,182.83
AMZ-2021-04580,2021-04-09,2021-04-14,Second Class,CUST-25264,Arjun Shah,Home Office,Guatemala,Guatemala City,Guatemala Region,60139,LATAM,LATAM,PROD-PAP-7432,Office Supplies,Paper,Hammermill Paper,586.22,9,0,57.42
AMZ-2021-04581,2021-03-01,2021-03-05,Same Day,CUST-81808,Michael Smith,Consumer,Nigeria,Nigeria City,Nigeria Region,86850,Africa,Africa,PROD-STO-8798,Furniture,Storage,Sterilite Storage,196.36,5,0.1,14.62
AMZ-2023-04582,2023-01-28,2023-02-02,Second Class,CUST-51590,Suresh Sharma,Home Office,Lebanon,Lebanon City,Lebanon Region,50140,EMEA,EMEA,PROD-ART-8428,Office Supplies,Art,Post-it Notes,98.73,2,0.4,31.2
AMZ-2023-04583,2023-10-06,2023-10-11,First Class,CUST-80042,Michael Kumar,Corporate,United States,Chicago,Illinois,52813,South,US,PROD-TAB-1104,Technology,Tablets,Samsung Galaxy Tab S8,2462.25,3,0,494.94
AMZ-2022-04584,2022-08-25,2022-08-27,Standard Class,CUST-63270,Patricia Williams,Consumer,United States,Houston,Texas,87783,West,US,PROD-MAC-2831,Technology,Machines,Xerox WorkCentre,1360.04,6,0.3,388.8
AMZ-2020-04585,2020-07-30,2020-08-02,Standard Class,CUST-55659,Jennifer Sharma,Corporate,Morocco,Morocco City,Morocco Region,63422,Africa,Africa,PROD-CHA-7810,Furniture,Chairs,OFM Essentials Chair,2415.0,7,0.2,565.93
AMZ-2024-04586,2024-06-08,2024-06-10,Standard Class,CUST-33318,Charles Smith,Home Office,Poland,Poland City,Poland Region,37417,EU,EU,PROD-SUP-7296,Office Supplies,Supplies,Elmer's Glue,65.25,3,0.4,18.8
AMZ-2023-04587,2023-09-06,2023-09-10,Second Class,CUST-32925,Robert Kumar,Consumer,Malaysia,Malaysia City,Malaysia Region,73642,APAC,APAC,PROD-MAC-9737,Technology,Machines,HP LaserJet Printer,3033.77,4,0,238.28
AMZ-2021-04588,2021-06-23,2021-06-28,Same Day,CUST-46479,Patricia Shah,Home Office,Saudi Arabia,Saudi Arabia City,Saudi Arabia Region,68515,EMEA,EMEA,PROD-FUR-3893,Furniture,Furnishings,Monitor Riser,1758.64,7,0.3,165.54
AMZ-2023-04589,2023-10-23,2023-10-30,First Class,CUST-73409,Linda Singh,Corporate,UAE,UAE City,UAE Region,94586,EMEA,EMEA,PROD-PAP-5433,Office Supplies,Paper,HP Printer Paper,53.51,3,0,10.96
AMZ-2023-04590,2023-01-06,2023-01-12,Same Day,CUST-96806,Karen Verma,Home Office,United States,Milwaukee,Wisconsin,96056,East,US,PROD-CHA-5644,Furniture,Chairs,Flash Furniture Chair,473.99,7,0.4,158.2
AMZ-2021-04591,2021-05-15,2021-05-19,Standard Class,CUST-31395,Linda Thomas,Home Office,Australia,Australia City,Australia Region,92157,APAC,APAC,PROD-FAS-7100,Office Supplies,Fasteners,Staples Stapler,87.42,1,0,30.3
AMZ-2020-04592,2020-05-23,2020-05-27,First Class,CUST-44436,Sarah Harris,Consumer,Jordan,Jordan City,Jordan Region,58283,EMEA,EMEA,PROD-MAC-8587,Technology,Machines,HP LaserJet Printer,1643.29,7,0.2,390.63
AMZ-2022-04593,2022-06-16,2022-06-21,Same Day,CUST-41501,Susan Smith,Corporate,Ghana,Ghana City,Ghana Region,92920,Africa,Africa,PROD-BOO-4560,Furniture,Bookcases,IKEA Billy Bookcase,651.81,2,0.15,167.79
AMZ-2024-04594,2024-06-16,2024-06-20,Second Class,CUST-69577,Arjun Mehta,Corporate,China,China City,China Region,91836,APAC,APAC,PROD-CHA-1605,Furniture,Chairs,Steelcase Leap,712.87,4,0.5,172.73
AMZ-2024-04595,2024-12-21,2024-12-23,Same Day,CUST-93158,David Kumar,Corporate,British Columbia,British Columbia City,British Columbia Region,87088,Canada,Canada,PROD-BIN-5254,Office Supplies,Binders,Mead Zipper Binder,336.33,4,0.05,77.17
AMZ-2020-04596,2020-05-22,2020-05-24,Same Day,CUST-68310,Amit Shah,Home Office,Sweden,Sweden City,Sweden Region,38888,EU,EU,PROD-COP-4663,Technology,Copiers,Canon ImageRunner,998.55,2,0.5,201.2
AMZ-2024-04597,2024-11-16,2024-11-21,First Class,CUST-63932,Suresh Jackson,Home Office,Saudi Arabia,Saudi Arabia City,Saudi Arabia Region,93980,EMEA,EMEA,PROD-LAP-2083,Technology,Laptops,HP Spectre x360,1090.44,2,0,162.42
AMZ-2022-04598,2022-02-21,2022-02-25,Standard Class,CUST-14559,Meena Sharma,Home Office,British Columbia,British Columbia City,British Columbia Region,44597,Canada,Canada,PROD-COP-3158,Technology,Copiers,Konica Minolta,2134.28,5,0,512.43
AMZ-2024-04599,2024-04-09,2024-04-13,Second Class,CUST-83023,Jessica Mehta,Corporate,UAE,UAE City,UAE Region,35183,EMEA,EMEA,PROD-BOO-6004,Furniture,Bookcases,Ameriwood Bookcase,507.41,7,0.1,167.27
AMZ-2024-04600,2024-09-23,2024-09-27,Same Day,CUST-17807,Divya Jones,Corporate,United States,Springfield,Massachusetts,88370,East,US,PROD-APP-1213,Office Supplies,Appliances,Black+Decker Iron,745.64,9,0,230.92
AMZ-2020-04601,2020-04-02,2020-04-04,Second Class,CUST-24998,James Garcia,Consumer,Saskatchewan,Saskatchewan City,Saskatchewan Region,42748,Canada,Canada,PROD-MAC-2131,Technology,Machines,Epson Scanner,608.77,7,0,145.89
AMZ-2020-04602,2020-10-31,2020-11-05,Standard Class,CUST-32819,Meena White,Consumer,PEI,PEI City,PEI Region,34768,Canada,Canada,PROD-CHA-8978,Furniture,Chairs,OFM Essentials Chair,1056.14,4,0,338.54
AMZ-2020-04603,2020-11-09,2020-11-16,Same Day,CUST-28540,William Smith,Consumer,Italy,Italy City,Italy Region,81146,EU,EU,PROD-ENV-2964,Office Supplies,Envelopes,Quality Park,199.3,8,0.1,54.35
AMZ-2020-04604,2020-03-30,2020-03-31,Second Class,CUST-42852,Joseph Kumar,Corporate,Chile,Chile City,Chile Region,87599,LATAM,LATAM,PROD-APP-3583,Office Supplies,Appliances,Sunbeam Microwave,859.43,10,0,265.85
AMZ-2022-04605,2022-08-07,2022-08-11,Second Class,CUST-98134,Karen Garcia,Consumer,Morocco,Morocco City,Morocco Region,86207,Africa,Africa,PROD-MAC-1767,Technology,Machines,Epson Scanner,3959.35,7,0.5,355.25
AMZ-2024-04606,2024-08-06,2024-08-12,First Class,CUST-34805,Amit Joshi,Corporate,Uganda,Uganda City,Uganda Region,31131,Africa,Africa,PROD-ENV-9615,Office Supplies,Envelopes,Quality Park,51.76,2,0,8.56
AMZ-2024-04607,2024-03-22,2024-03-27,Standard Class,CUST-53485,Lisa Davis,Consumer,United States,Springfield,Missouri,64580,Central,US,PROD-ACC-7739,Technology,Accessories,Logitech Mouse,1622.0,9,0,553.82
AMZ-2022-04608,2022-03-10,2022-03-16,Second Class,CUST-45712,Patricia Miller,Consumer,South Korea,South Korea City,South Korea Region,54188,APAC,APAC,PROD-TAB-6387,Furniture,Tables,Bush Furniture Table,1314.78,7,0,395.44
AMZ-2021-04609,2021-04-02,2021-04-03,Standard Class,CUST-93372,William Lewis,Corporate,Bahrain,Bahrain City,Bahrain Region,18861,EMEA,EMEA,PROD-STO-4151,Office Supplies,Storage,Iris USA Storage,70.14,3,0.1,6.57
AMZ-2021-04610,2021-12-26,2021-12-28,Second Class,CUST-94539,Joseph Gupta,Corporate,Ecuador,Ecuador City,Ecuador Region,36443,LATAM,LATAM,PROD-APP-1202,Office Supplies,Appliances,Sunbeam Microwave,438.53,9,0.3,114.22
AMZ-2023-04611,2023-09-13,2023-09-20,First Class,CUST-28029,James Kumar,Consumer,Oman,Oman City,Oman Region,54329,EMEA,EMEA,PROD-CHA-3804,Furniture,Chairs,Herman Miller Aeron,2812.08,9,0.4,811.48
AMZ-2020-04612,2020-07-29,2020-07-31,Standard Class,CUST-34981,Rahul Smith,Home Office,Brazil,Brazil City,Brazil Region,51143,LATAM,LATAM,PROD-CHA-8912,Furniture,Chairs,Steelcase Leap,245.22,1,0,12.88
AMZ-2021-04613,2021-03-22,2021-03-27,First Class,CUST-24726,Vikas Nair,Consumer,United States,Houston,Texas,18004,East,US,PROD-LAP-3757,Technology,Laptops,MacBook Pro 14,1706.35,9,0.3,347.25
AMZ-2020-04614,2020-08-22,2020-08-25,Second Class,CUST-20291,Divya Verma,Corporate,United States,Lowell,Massachusetts,86091,West,US,PROD-BOO-1904,Furniture,Bookcases,Bush Furniture Bookcase,812.61,6,0.15,130.42
AMZ-2022-04615,2022-11-10,2022-11-14,Same Day,CUST-16720,Susan Young,Home Office,United States,Gaithersburg,Maryland,86171,East,US,PROD-BOO-3866,Furniture,Bookcases,Sauder 5-Shelf,696.09,8,0,180.26
AMZ-2021-04616,2021-11-05,2021-11-08,Second Class,CUST-48176,Meena Nair,Corporate,Philippines,Philippines City,Philippines Region,63110,APAC,APAC,PROD-ACC-3466,Technology,Accessories,Dell Monitor Stand,1581.69,5,0.4,205.74
AMZ-2020-04617,2020-02-18,2020-02-25,First Class,CUST-22836,Mary Williams,Corporate,South Africa,South Africa City,South Africa Region,11906,Africa,Africa,PROD-TAB-4666,Technology,Tablets,Microsoft Surface Pro,3517.72,7,0.3,861.18
AMZ-2024-04618,2024-01-12,2024-01-14,Standard Class,CUST-58626,William Mehta,Consumer,United States,Tacoma,Washington,24325,West,US,PROD-CHA-1218,Furniture,Chairs,OFM Essentials Chair,649.51,2,0.15,56.05
AMZ-2024-04619,2024-03-16,2024-03-18,Same Day,CUST-57487,John Patel,Corporate,Manitoba,Manitoba City,Manitoba Region,33185,Canada,Canada,PROD-APP-2840,Office Supplies,Appliances,Sunbeam Microwave,517.21,10,0,76.42
AMZ-2023-04620,2023-04-02,2023-04-08,Same Day,CUST-74812,Robert Young,Home Office,Oman,Oman City,Oman Region,84617,EMEA,EMEA,PROD-TAB-6485,Technology,Tablets,Microsoft Surface Pro,736.28,2,0.4,203.96
AMZ-2020-04621,2020-09-17,2020-09-23,Second Class,CUST-28686,William Davis,Home Office,Kenya,Kenya City,Kenya Region,60840,Africa,Africa,PROD-TAB-7453,Technology,Tablets,Samsung Galaxy Tab S8,904.88,4,0.5,132.01
AMZ-2020-04622,2020-11-07,2020-11-12,Same Day,CUST-45133,Vikas Sharma,Corporate,South Korea,South Korea City,South Korea Region,44910,APAC,APAC,PROD-PAP-6240,Office Supplies,Paper,Georgia Pacific,404.57,8,0,21.42
AMZ-2024-04623,2024-05-07,2024-05-14,Same Day,CUST-83167,Meena Gupta,Corporate,British Columbia,British Columbia City,British Columbia Region,66266,Canada,Canada,PROD-SUP-1703,Office Supplies,Supplies,3M Tape,584.72,8,0.3,134.71
AMZ-2023-04624,2023-11-02,2023-11-09,Second Class,CUST-35952,Arjun Kumar,Home Office,Austria,Austria City,Austria Region,64208,EU,EU,PROD-BOO-4794,Furniture,Bookcases,Sauder 5-Shelf,2155.86,9,0.15,638.12
AMZ-2021-04625,2021-10-17,2021-10-24,Second Class,CUST-31187,Susan Garcia,Corporate,Newfoundland,Newfoundland City,Newfoundland Region,77078,Canada,Canada,PROD-MAC-7527,Technology,Machines,Xerox WorkCentre,3553.47,4,0,1014.05
